first,orphan,fastTrack,breakthrough,priority,accelerated,initClinicalStudy,nctDate,therapeuticClass,substanceClass,moleculeType,name,ingredients,dateString,use,disease,modeOfAction,innovation,bla,press,trials,unii,pharmacology,target
1,,1,1,1,,2004,2/1/2004,Neurology,protein,antibody,Ocrevus,ocrelizumab,3/28/2017,To treat patients with relapsing and primary progressive forms of multiple sclerosis,multiple sclerosis,?,?,761053,ucm549325,ucm553004,A10SJL62JY,,
,1,1,1,1,,2008,9/1/2008,Oncology,chemical,small molecule,Zejula,niraparib,3/27/2017,"For the maintenance treatment for recurrent epithelial ovarian, fallopian tube or primary peritoneal cancers",peritoneal cancer,?,?,208447,ucm548948,ucm552068,HMC2H89N35,Inhibitor,Poly [ADP-ribose] polymerase 1 and 2
,1,1,1,1,1,2013,1/31/2013,Oncology,protein,antibody,Bavencio,avelumab,3/23/2017,To treat metastatic Merkel cell carcinoma,Merkel cell carcinoma,?,First treatment for rare form of skin cancer,761049,ucm548278,ucm551133,KXG2PJ551I,,
,,,,,,2010,5/19/2010,Gastroenterology,chemical,small molecule,Symproic,naldemedine,3/23/2017,For the treatment of opioid-induced constipation,opioid-induced constipation,?,?,208854,,ucm550343,03KSI6WLXH,,
,,,,,,2003,12/1/2004,Neurology,chemical,small molecule,Xadago,safinamide,3/21/2017,To treat complications of Parkinson's disease,complications of Parkinson's disease,?,First innovative drug for PD-related motor fluctuations in more than a decade,207145,ucm547852,ucm552460,90ENL74SIG,Blocker|Inhibitor,Monoamine oxidase B|Sodium channel alpha subunit|glutamate secretion
,,,1,1,,2010,12/21/2010,Oncology,chemical,small molecule,Kisqali,ribociclib,3/13/2017,To treat postmenopausal women with a type of advanced breast cancer,breast cancer,?,?,209092,,ucm547960,TK8ERE8P56,Inhibitor,Cyclin-dependent kinase 4 and 6
1,1,1,,1,,2007,3/1/2009,Oncology,chemical,small molecule,Xermelo,telotristat ethyl,2/28/2017,To treat carcinoid syndrome diarrhea,carcinoid syndrome diarrhea,?,First tryptophan hydroxylase inhibitor,208794,ucm544035,ucm546637,8G388563M7,Inhibitor,tryptophan hydroxylase 1
,,,,,,2008,12/1/2007,Dermatology,protein,antibody,Siliq,brodalumab,2/15/2017,To treat adults with moderate-to-severe plaque psoriasis,psoriasis,?,First IL-17 receptor antagonist,761032,ucm541981,ucm543623,6ZA31Y954Z,Antagonist,interleukin-17 receptor
1,1,1,,1,,2006,9/1/2003,Neurology,chemical,small molecule,Emflaza,deflazacort,2/9/2017,To treat patients age 5 years and older with Duchenne muscular dystrophy (DMD),Duchenne muscular dystrophy,?,US approval of established corticosteroid therapy for Duchenne muscular dystrophy,208684,ucm540945,ucm544351,KR5YZ6AE4B,Agonist,glucocorticoid receptor
,,,,,,2010,6/9/2010,Endocrinology,chemical,peptide,Parsabiv,etelcalcetide,2/7/2017,To treat secondary hyperparathyroidism in adult patients with chronic kidney disease undergoing dialysis,hyperparathyroidism,?,?,208325,,ucm540898,60ME133FJB,,
,,,,,,2008,10/1/2011,Gastroenterology,protein,peptide,Trulance,plecanatide,1/19/2017,To treat Chronic Idiopathic Constipation (CIC) in adult patients,chronic idiopathic constipation,?,?,208745,ucm537725,ucm538309,7IK8Z952OK,,
1,1,1,,1,,2011,11/30/2011,Neurology,oligonucleotide,antisense oligo,Spinraza,nusinersen,12/23/2016,To treat children and adults with spinal muscular atrophy (SMA),spinal muscular atrophy,?,?,,,,5Z9SP3X666,,
,1,,1,1,1,2008,12/1/2007,Oncology,chemical,small molecule,Rubraca,rucaparib,12/19/2016,To treat women with a certain type of ovarian cancer,ovarian cancer,?,?,,,,8237F3U7EH,Inhibitor,"PARP 1, 2 and 3"
,,,,,,2008,11/1/2007,Dermatology,chemical,small molecule,Eucrisa,crisaborole,12/14/2016,To treat mild to moderate eczema (atopic dermatitis) in patients two years of age and older,eczema,?,?,,,,Q2R47HGR7P,Inhibitor,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A and 4B"
1,,1,,1,,2006,6/9/2017,Infectious disease,protein,antibody,Zinplava,bezlotoxumab,10/21/2016,To reduce the recurrence of Clostridium difficile infection in patients aged 18 years or older,Clostridium difficile,?,?,,,,4H5YMK1H2E,,
,1,1,1,1,1,2006,1/1/2015,Oncology,protein,antibody,Lartruvo,olaratumab,10/19/2016,To treat adults with certain types of soft tissue sarcoma,soft tissue sarcoma,?,?,,,,TT6HN20MVF,,
1,1,1,,1,1,2005,10/1/2007,Neurology,oligonucleotide,antisense oligo,Exondys 51,eteplirsen,9/19/2016,To treat patients with Duchenne muscular dystrophy,Duchenne muscular dystrophy,,First drug for Duchenne muscular dystrophy,,ucm521263,,AIW6036FAS,,
,,,,,,2002,2/1/2006,Endocrinology,protein,peptide,Adlyxin,lixisenatide,7/27/2016,To improve glycemic control (blood sugar levels),type 2 diabetes mellitus,,,,,,74O62BB01U,,
1,,,,1,,2008,4/1/2009,Opthamology,chemical,small molecule,Xiidra,lifitegrast,7/11/2016,To treat the signs and symptoms of dry eye disease,dry eye disease,,First-in-class LFA-1 antagonist,,ucm510720,,038E5L962W,antagonist,lymphocyte function-associated antigen 1
,,1,1,1,,2012,11/1/2012,Infectious disease,chemical,small molecule,Epclusa,velpatasvir,6/28/2016,To treat all six major forms of hepatitis C virus,hepatitis C,,,,,,KCU0C7RS7Z,Inhibitor,Nonstructural protein 5A
,1,,,1,,2012,12/1/2011,Oncology,chemical,peptide,NETSPOT,gallium 68 dotatate,6/1/2016,A diagnostic imaging agent to detect rare neuroendocrine tumors,neuroendocrine tumor diagnostic,labeled somatostatin analogue,,,,,9L17Y0H71P,,
,,,,1,,2003,5/13/2003,Oncology,chemical,small molecule,Axumin,fluciclovine F 18,5/27/2016,A new diagnostic imaging agent to detect recurrent prostate cancer,prostate cancer diagnostic,,,,,,38R1Q0L1ZE,,
1,1,1,,1,1,2006,7/1/2007,Gastroenterology,chemical,small molecule,Ocaliva,obeticholic acid,5/27/2016,"To treat rare, chronic liver disease",chronic liver disease,bile acid analogue,,,ucm503964,,0462Z4S4OZ,Agonist,Bile acid receptor FXR
1,,,,,,1994,6/4/1996,Neurology,protein,antibody,Zinbryta,daclizumab,5/27/2016,To treat multiple sclerosis,multiple sclerosis,,,,ucm504000,,CUJ2MVI71Y,,
,,,1,1,1,2011,6/21/2011,Oncology,protein,antibody,Tecentriq,atezolizumab,5/18/2016,To treat urothelial carcinoma- the most common type of bladder cancer,urothelial carcinoma,,,,,,52CMI0WC3Y,,
,,,1,1,,2003,10/1/2016,Neurology,chemical,small molecule,Nuplazid,pimavanserin,4/29/2016,To treat hallucinations and delusions associated with psychosis experienced by some people with Parkinson's disease,,,First drug to treat hallucinations and delusions associated with Parkinson's disease,,ucm498442,,JZ963P0DIK,Inverse Agonist,Serotonin 2a (5-HT2a) receptor
1,1,,1,1,1,2011,6/14/2011,Oncology,chemical,small molecule,Venclexta,venetoclax,4/11/2016,For chronic lymphocytic leukemia in patients with a specific chromosomal abnormality,chronic lymphocytic leukemia,BCL-2 inhibitor,First-in-class BCL-2 inhibitor,,ucm495253,,N54AIC43PW,Inhibitor,Apoptosis regulator Bcl-2
1,1,1,,1,,1999,4/1/2000,Hematology,polymer,polydisperse oligonucleotide,Defitelio,defibrotide sodium,3/30/2016,To treat adults and children who develop hepatic veno-occlusive disease with additional kidney or lung abnormalities after they receive a stem cell transplant from blood or bone marrow called hematopoietic stem cell transplantation,severe hepatic veno-occlusive disease,,First drug for severe hepatic veno-occlusive disease,,ucm493225,,L7CHH2B2J0,,
,,,,,,1997,6/1/2001,Respiratory,protein,antibody,Cinqair,reslizumab,3/23/2016,To treat severe asthma,severe asthma,,,,,,35A26E427H,,
,,,,,,2008,5/1/2010,Rheumatology,protein,antibody,Taltz,ixekizumab,3/22/2016,To treat adults with moderate-to-severe plaque psoriasis.,psoriasis,,,,,,BTY153760O,,
,1,1,,,,2005,10/1/2005,Infectious disease,protein,antibody,Anthim,obiltoxaximab,3/18/2016,To treat inhalational anthrax in combination with appropriate antibacterial drugs.,inhalational anthrax,,,,,,29Z5DNL48C,,
,,,,,,2002,9/1/2002,Neurology,chemical,small molecule,Briviact,brivaracetam,2/18/2016,To treat partial onset seizures in patients age 16 years and older with epilepsy.,partial onset seizures,,,,,,U863JGG2IA,Modulator,Synaptic vesicle glycoprotein 2A
,,,1,1,,2009,2/1/2010,Infectious disease,chemical,small molecule,Zepatier,grazoprevir,1/28/2016,To treat patients with chronic hepatitis C virus (HCV) genotypes 1 and 4 infections in adult patients.,hepatitis C,,,,,,4O2AB118LA,Inhibitor,"UniProtKB - Q91RS4, NS3 protease, Hepatitis C virus"
,,,1,1,,2009,2/1/2010,Infectious disease,chemical,small molecule,Zepatier,elbasvir,1/28/2016,To treat patients with chronic hepatitis C virus (HCV) genotypes 1 and 4 infections in adult patients.,hepatitis C,,,,,,632L571YDK,Inhibitor,"NS5A, Hepatitis C virus"
,1,,,,,?,12/1/2009,Respiratory,chemical,small molecule,Uptravi,selexipag,12/21/2015,To treat pulmonary arterial hypertension,pulmonary arterial hypertension,?,?,,,,5EXC0E384L,Agonist|Inhibitor,Prostanoid IP receptor
,,,,,,?,7/1/2009,Hematology,chemical,small molecule,Zurampic,lesinurad,12/22/2015,To treat high blood uric acid levels associated with gout,gout,?,?,,,,09ERP08I3W,Inhibitor,Solute carrier family 22 member 11 and 12
1,,,,1,,?,11/7/2003,Neurology,chemical,small molecule,Bridion,sugammadex,12/15/2015,To reverse effects of neuromuscular blocking drugs used during surgery,,?,First drug approved in new class of medications,,ucm477512,,361LPM2T56,Binding Agent,rocuronium and vecuronium
,1,,1,1,1,?,4/1/2012,Oncology,chemical,small molecule,Alecensa,alectinib,12/11/2015,To treat ALK-positive lung cancer,lung cancer,?,?,,,,LIJ4CT1Z3Y,Inhibitor,ALK tyrosine kinase receptor
1,1,1,1,1,,?,5/1/2011,Hepatology,protein,enzyme,Kanuma,sebelipase alfa,12/8/2015,To treat patients with a rare disease known as lysosomal acid lipase (LAL) deficiency,lysosomal acid lipase (LAL) deficiency,?,First drug for lysosomal acid lipase (LAL) deficiency,,,,K4YTU42T8G,,
1,1,,1,1,,?,12/1/2006,Oncology,protein,antibody,Empliciti,elotuzumab,11/30/2015,To treat people with multiple myeloma who have received one to three prior medications,multiple myeloma,?,Second monoclonal antibody for multiple myeloma,,ucm474684,,1351PE5UGS,,
,1,1,,,,?,1/1/2013,Oncology,protein,antibody,Portrazza,necitumumab,11/24/2015,To treat patients with advanced (metastatic) squamous non-small cell lung cancer (NSCLC) who have not previously received medication specifically for treating their advanced lung cancer,squamous non-small cell lung cancer,?,?,,,,2BT4C47RUI,,
,1,,,1,,?,3/1/2009,Oncology,chemical,small molecule,Ninlaro,ixazomib,11/20/2015,To treat people with multiple myeloma who have received at least one prior therapy,multiple myeloma,?,?,,,,71050168A2,Inhibitor,Proteasome subunit beta type-5
1,1,1,1,1,1,?,3/26/2008,Oncology,protein,antibody,Darzalex,daratumumab,11/16/2015,To treat patients with multiple myeloma who have received at least three prior treatments.,multiple myeloma,?,First monoclonal antibody for multiple myeloma,,,,4Z63YK6E0E,,
,1,1,1,1,1,3/4/13,3/4/2013,Oncology,chemical,small molecule,Tagrisso,osimertinib,11/13/2015,To treat certain patients with non-small cell lung cancer,non-small cell lung cancer,?,?,,,,3C06JJ0Z2O,Inhibitor,Epidermal growth factor receptor
,1,1,,1,,?,5/1/2007,Oncology,chemical,small molecule,Cotellic,cobimetinib,11/10/2015,"To be used in combination with vemurafenib to treat advanced melanoma that has spread to other parts of the body or can't be removed by surgery, and that has a certain type of abnormal gene (BRAF V600E or V600K mutation)",melanoma,?,?,,,,ER29L26N1X,Inhibitor,Dual specificity mitogen-activated protein kinase kinase 1
1,,,,,,?,12/1/2001,Respiratory,protein,antibody,Nucala,mepolizumab,11/4/2015,For use with other asthma medicines for the maintenance treatment of asthma in patients age 12 years and older.,asthma,?,?,,ucm471031,,90Z2UF0E52,,
1,,,,,,?,12/1/2005,Oncology,oncolytic virus,virus,Imlygic,talimogene laherparepvec,10/27/2015,"Indicated for the local treatment of unresectable cutaneous, subcutaneous, and nodal lesions in patients with melanoma recurrent after initial surgery",melanoma,?,First oncolytic virus cancer therapy,125518,ucm469571,,07730V90L6,,
1,1,1,1,1,,?,6/1/2010,Endocrinology,protein,enzyme,Strensiq,asfotase alfa,10/23/2015,"To treat perinatal, infantile and juvenile-onset hypophosphatasia (HPP).",Hypophosphatasia (HPP),?,First approved treatment for hypophosphatasia,,ucm468836,,Z633861EIM,,
,1,,,1,,?,2/1/1996,Oncology,chemical,small molecule,Yondelis,trabectedin,10/23/2015,To treat specific soft tissue sarcomas (STS) liposarcoma and leiomyosarcoma that cannot be removed by surgery (unresectable) or is advanced (metastatic).,soft tissue sarcoma,?,?,,,,ID0YZQ2TCP,Binding Agent,DNA
,,,,,,?,8/1/2008,Endocrinology,polymer,polymer,Veltassa,patiromer,10/21/2015,"To treat hyperkalemia, a serious condition in which the amount of potassium in the blood is too high.",hyperkalemia,?,?,,,,1FQ2RY5YHH,,
1,1,,1,1,1,?,9/1/2012,Hematology,protein,antibody,Praxbind,idarucizumab,10/16/2015,For use in patients who are taking the anticoagulant Pradaxa (dabigatran) during emergency situations when there is a need to reverse Pradaxa's blood-thinning effects.,anticoagulant emergency,?,First reversal agent for the anticoagulant Pradaxa,,ucm467300,,97RWB5S1U6,,
,,,,,,1971,12/1/2011,Neurology,chemical,small molecule,Aristada,aripiprazole lauroxil,10/5/2015,To treat adults with schizophrenia,schizophrenia,?,?,,ucm465801,,B786J7A343,Antagonist|Partial Agonist,Dopamine D2 receptor|Serotonin 1a (5-HT1a) receptor|Serotonin 2a (5-HT2a) receptor
,,,,,,?,12/1/2005,Endocrinology,protein,peptide,Tresiba,insulin degludec,9/25/2015,To improve blood sugar (glucose) control in adults with diabetes mellitus,diabetes mellitus,?,?,,,,54Q18076QB,,
,,1,,,,3/1/06,1/1/2017,Oncology,chemical,small molecule,Lonsurf,tipiracil,9/22/2015,To treat patients with an advanced form of colorectal cancer who are no longer responding to other therapies,colorectal cancer,?,?,,,,NGO10K751P,Inhibitor,Thymidine phosphorylase
,,,,,,?,11/1/2006,Neurology,chemical,small molecule,Vraylar,cariprazine,9/17/2015,To treat schizophrenia and bipolar disorder in adults,"schizophrenia, bipolar disorder",?,?,,,,F6RJL8B278,Antagonist|Partial Agonist,Dopamine D2 receptor|Dopamine D3 receptor|Serotonin 1a (5-HT1a) receptor|Serotonin 2a (5-HT2a) receptor|Serotonin 2b (5-HT2b) receptor
1,1,,1,1,,?,2/1/2001,Hematology,chemical,small molecule,Xuriden,uridine triacetate,9/4/2015,To treat patients with hereditary orotic aciduria,hereditary orotic aciduria,?,First emergency treatment for overdose of certain types of chemotherapy,,ucm476919,,2WP61F175M,Interacts|Substrate,RNA|Uridine phosphorylase 1|Uridine-cytidine kinase|uridine phosphorylase 2
,,,,,,?,9/1/2006,Oncology,chemical,small molecule,Varubi,rolapitant,9/1/2015,To prevent delayed phase chemotherapy-induced nausea and vomiting (emesis),?,?,?,,,,NLE429IZUC,Antagonist|Binding Agent,Neurokinin 1 receptor|Neurokinin 2 receptor|Neurokinin 3 receptor
,1,,,,,6/1/10,1/1/2013,Endocrinology,protein,antibody,Repatha,evolocumab,8/27/2015,To treat certain patients with high cholesterol,high cholesterol,?,?,,,,LKC0U3A8NJ,,
1,,,,,,?,1/1/2006,Neurology,chemical,small molecule,Addyi,flibanserin,8/18/2015,"To treat acquired, generalized hypoactive sexual desire disorder (HSDD) in premenopausal women",hypoactive sexual desire disorder (HSDD),?,?,,,,37JK4STR6Z,Agonist|Antagonist,Dopamine D4 receptor|Serotonin 1a (5-HT1a) receptor|Serotonin 2a (5-HT2a) receptor
,,1,,1,,?,11/1/2007,Infectious disease,chemical,small molecule,Daklinza,daclatasvir,7/24/2015,To treat chronic hepatitis C virus (HCV) genotype 3 infections,hepatitis C,?,?,,,,LI2427F9CI,Inhibitor,Nonstructural protein 5A
,,,,,,?,3/1/2009,Oncology,chemical,small molecule,Odomzo,sonidegib,7/24/2015,"To treat patients with locally advanced basal cell carcinoma that has recurred following surgery or radiation therapy, or who are not candidates for surgery or radiation therapy.",basal cell carcinoma,?,?,,,,0RLU3VTK5M,Antagonist,Smoothened homolog
1,,,,1,,?,11/1/2009,Endocrinology,protein,antibody,Praluent,alirocumab,7/24/2015,To treat certain patients with high cholesterol,high cholesterol,?,?,,,,PP0SHH6V16,,
,,,,,,?,12/1/2008,Neurology,chemical,small molecule,Rexulti,brexpiprazole,7/10/2015,To treat schizophrenia and as an add on to an antidepressant to treat major depressive disorder,schizophrenia,?,?,,,,2J3YBM1K8C,Antagonist|Partial Agonist,Alpha-1b adrenergic receptor|Alpha-2c adrenergic receptor|Dopamine D2 receptor|Dopamine D3 receptor|Serotonin 1a (5-HT1a) receptor|Serotonin 2a (5-HT2a) receptor|Serotonin 2b (5-HT2b) receptor
1,,1,,1,,?,9/1/2007,Cardiology,chemical,small molecule,Entresto,sacubitril,7/7/2015,To treat heart failure,heart failure,?,?,,,,17ERJ0MKGI,Inhibitor,Neprilysin
1,1,1,1,1,,?,3/1/2009,Respiratory,chemical,small molecule,Orkambi,lumacaftor,7/2/2015,To treat cystic fibrosis,cystic fibrosis,?,?,,,,EGP8L81APK,Activator|Chaperone,Cytochrome P450 3A|F508del-CFTR
,,,,,,?,3/1/2005,Cardiology,chemical,small molecule,Kengreal,cangrelor,6/22/2015,To prevent the formation of harmful blood clots in the coronary arteries for adult patients undergoing percutaneous coronary intervention,prevention of blood clots,?,?,,,,6AQ1Y404U7,,
,,1,,1,,?,5/1/2010,Gastroenterology,chemical,small molecule,Viberzi,eluxadoline,5/27/2015,To treat irritable bowel syndrome with diarrhea (IBS-D) in adult men and women.,irritable bowel syndrome with diarrhea (IBS-D),?,?,,,,45TPJ4MBQ1,Agonist|Antagonist,Delta opioid receptor|Mu opioid receptor
,,,,,,?,1/1/1996,Endocrinology,chemical,small molecule,Kybella,deoxycholic acid,4/29/2015,"To treat adults with moderate-to-severe fat below the chin, known as submental fat",?,?,Repurposed drug for cosmetic surgery,,ucm444978,,005990WHZZ,Agonist|Antagonist|Inhibitor,Bile acid receptor FXR|Formyl peptide receptor 1|G-protein coupled bile acid receptor 1|Staphylococcus aureus
1,,1,,1,,?,9/1/2004,Cardiology,chemical,small molecule,Corlanor,ivabradine,4/15/2015,To reduce hospitalization from worsening heart failure.,?,?,?,,,,3H48L0LPZQ,Blocker,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1|Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2|Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 3|Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4
,1,,,1,,?,1/1/1992,Gastroenterology,chemical,small molecule,Cholbam,cholic acid,3/17/2015,"To treat pediatric and adult patients with bile acid synthesis disorders due to single enzyme defects, and for patients with peroxisomal disorders",?,?,?,,,,G1JO7801AE,Agonist,Bile acid receptor FXR
1,1,,,1,,6/1/93,2/1/2002,Oncology,protein,antibody,Unituxin,dinutuximab,3/10/2015,To treat pediatric patients with high-risk neuroblastoma,neuroblastoma,?,?,,,,7SQY4ZUD30,,
,1,,,1,,5/10/06,10/1/2012,Infectious disease,chemical,small molecule,Cresemba,isavuconazonium sulfate,3/6/2015,"To treat adults with invasive aspergillosis and invasive mucormycosis, rare but serious infections","invasive aspergillosis, invasive mucormycosis",?,?,,,,31Q44514JV,Inhibitor,Lanosterol 14-alpha demethylase
,,1,,1,,?,8/1/2011,Infectious disease,chemical,small molecule,Avycaz,avibactam,2/25/2015,"To treat adults with complicated intra-abdominal infections (cIAI), in combination with metronidazole, and complicated urinary tract infections (cUTI), including kidney infections (pyelonephritis), who have limited or no alternative treatment options.",?,?,?,,,,7352665165,Inhibitor,Bacterial beta-lactamase TEM
,1,,,1,1,?,1/1/2007,Oncology,chemical,small molecule,Farydak,panobinostat,2/23/2015,To treat patients with multiple myeloma,myeloma,?,?,,,,9647FM7Y3Z,Inhibitor,Histone deacetylase 1|Histone deacetylase 2|Histone deacetylase 3|Histone deacetylase 4|Histone deacetylase 6|Histone deacetylase 8
,1,,,1,,?,7/1/2005,Oncology,chemical,small molecule,Lenvima,lenvatinib,2/13/2015,"To treat patients with progressive, differentiated thyroid cancer (DTC) whose disease progressed despite receiving radioactive iodine therapy (radioactive iodine refractory disease).",differentiated thyroid cancer (DTC),?,?,,,,EE083865G2,Antagonist,Fibroblast growth factor receptor 1|Fibroblast growth factor receptor 2|Fibroblast growth factor receptor 3|Platelet-derived growth factor receptor beta|Stem cell growth factor receptor|Vascular endothelial growth factor receptor 1|Vascular endothelial growth factor receptor 2|Vascular endothelial growth factor receptor 3
1,,,1,1,1,?,9/1/2004,Oncology,chemical,small molecule,Ibrance,palbociclib,2/3/2015,To treat advanced (metastatic) breast cancer,advanced (metastatic) breast cancer,?,?,,,,G9ZF61LE7G,Inhibitor,CDK4/Cyclin D3|CDK6/cyclin D2|Cyclin-dependent kinase 4/cyclin D1|MDA-MB-175-VII|ZR-75-30
,1,,,,,?,9/1/1987,Endocrinology,protein,peptide,Natpara,parathyroid hormone,1/23/2015,To control hypocalcemia (low blood calcium levels) in patients with hypoparathyroidism,?,?,?,,,,N19A0T0E5J,,
1,,,,,,?,6/1/2008,Dermatology,protein,antibody,Cosentyx,secukinumab,1/21/2015,To treat adults with moderate-to-severe plaque psoriasis,plaque psoriasis,?,?,,,,DLG4EML025,,
,,,,,,?,6/1/2007,Cardiology,chemical,small molecule,Savaysa,edoxaban,1/8/2015,To reduce the risk of stroke and dangerous blood clots (systemic embolism) in patients with atrial fibrillation that is not caused by a heart valve problem,?,?,?,,,,NDU3J18APO,Inhibitor,Coagulation factor X
,1,1,1,1,1,?,12/14/2009,Oncology,protein,antibody,Opdivo,nivolumab,12/22/2014,To treat patients with unresectable (cannot be removed by surgery) or metastatic (advanced) melanoma who no longer respond to other drugs,"unresectable melanoma, metastatic melanoma",PD-1 inhibitor,Pembrolizumab and Nivolumab are first to target PD-1,,,,31YO63LBSN,,
1,1,,,1,1,2005,7/4/2005,Oncology,chemical,small molecule,Lynparza,olaparib,12/19/2014,To treat advanced ovarian cancer,,PARP inhibitor,First inhibitor approved against PARP,,,,WOH1JD9AR8,Inhibitor,Poly [ADP-ribose] polymerase 1|Poly [ADP-ribose] polymerase 2|Poly [ADP-ribose] polymerase 3
,,1,,,,?,2/23/2006,Infectious disease,chemical,small molecule,Rapivab,peramivir,12/19/2014,To treat influenza infection in adults,influenza,Neuraminidase inhibitor,,,,,QW7Y7ZR15U,Inhibitor,Influenza A virus infection|Influenza Infection|UNIPROT:NRAM_I96A1
1,,1,1,1,,?,1/1/2010,Infectious disease,chemical,small molecule,Viekira Pak,ombitasvir,12/19/2014,"To treat patients with chronic hepatitis C virus (HCV) genotype 1 infection, including those with a type of advanced liver disease called cirrhosis",hepatitis C,"NS5A, NS3/4A, NS5B polymerase inhibitor",,,,,2302768XJ8,Inhibitor,Nonstructural protein 5A
1,,1,1,1,,?,2/1/2009,Infectious disease,chemical,small molecule,Viekira Pak,paritaprevir,12/19/2014,"To treat patients with chronic hepatitis C virus (HCV) genotype 1 infection, including those with a type of advanced liver disease called cirrhosis",hepatitis C,"NS5A, NS3/4A, NS5B polymerase inhibitor",,,,,OU2YM37K86,,
1,,1,1,1,,?,6/1/2008,Infectious disease,chemical,small molecule,Viekira Pak,dasabuvir,12/19/2014,"To treat patients with chronic hepatitis C virus (HCV) genotype 1 infection, including those with a type of advanced liver disease called cirrhosis",hepatitis C,"NS5A, NS3/4A, NS5B polymerase inhibitor",,,,,DE54EQW8T1,Inhibitor,polyprotein
,,1,,1,,6/18/09,7/1/2013,Infectious disease,chemical,small molecule,Zerbaxa,ceftolozane,12/19/2014,To treat adults with complicated intra-abdominal infections (cIAI) and complicated urinary tract infections (cUTI),?,Cephalosporin/beta-lactamase inhibitor,,,,,37A4IES95Q,Inhibitor,Bacterial penicillin-binding protein
,,,,1,,2007,9/1/2008,Infectious disease,chemical,small molecule,Xtoro,finafloxacin,12/17/2014,"To treat acute otitis externa, commonly known as swimmer's ear",,Topoisomerase and DNA gyrase inhibition,,,,,D26OSN9Q4R,Inhibitor,DNA gyrase subunit A|DNA topoisomerase IV subunit A
1,1,,1,1,1,2002,9/1/2007,Oncology,protein,bispecific antibody,Blincyto,blinatumomab,12/3/2014,To treat patients with Philadelphia chromosome-negative precursor B-cell acute lymphoblastic leukemia (B-cell ALL),,CD19 and CD3 targeted,First bispecific antibody approval (CD19-CD3),,,,4FR53SIF3A,,
1,1,1,1,1,,?,12/1/1999,Respiratory,chemical,small molecule,Esbriet,pirfenidone,10/15/2014,For the treatment of idiopathic pulmonary fibrosis (IPF),,Unknown,novel; systemic antifibrotic activity,,,,D7NLD2JX7U,,
1,1,1,1,1,,2004,11/1/2002,Respiratory,chemical,small molecule,Ofev,nintedanib,10/15/2014,For the treatment of idiopathic pulmonary fibrosis (IPF),,"VEGF, FGFR, and PDGFR inhibitor",,,,,G6HRD2P839,Inhibitor,Vascular endothelial growth factor receptor 1|Vascular endothelial growth factor receptor 2|Vascular endothelial growth factor receptor 3
,,,,,,2007,4/1/2011,Oncology,chemical,small molecule,Akynzeo,netupitant,10/10/2014,To treat nausea and vomiting in patients undergoing cancer chemotherapy,,NK1 substance P receptor antagonist/5-HT3 receptor antagonist,,,,,7732P08TIR,Antagonist,Substance-P receptor
1,,1,1,1,,?,1/1/2010,Infectious disease,chemical,small molecule,Harvoni,ledipasvir,10/10/2014,To treat chronic hepatitis C virus (HCV) genotype 1 infection,hepatitis C,NS5A inhibitor/polymerase inhibitor,,,,,013TE6E4WV,Inhibitor,Nonstructural protein 5A
,,,,,,?,9/1/1985,Cardiology,chemical,small molecule,Lumason,sulfur hexafluoride,10/10/2014,For patients whose ultrasound image of the heart (echocardiograms) are hard to see with ultrasound waves,,Contrast imaging agent,,,,,WS7LR3I1D6,,
,,,,,,?,4/1/2008,Endocrinology,protein,peptide,Trulicity,dulaglutide,9/18/2014,To treat adults with type 2 diabetes.,,GLP-1 receptor agonist,,,,,WTT295HSY5,,
,,,,,,2007,12/1/2007,Oncology,chemical,small molecule,Movantik,naloxegol,9/16/2014,To treat opioid-induced constipation in adults with chronic non-cancer pain.,,Peripherally selective opioid antagonist,Incremental improvement; PEGlated naloxone,,,,44T7335BKE,Antagonist,Mu-type opioid receptor
1,1,,1,1,1,?,3/1/2010,Oncology,protein,antibody,Keytruda,pembrolizumab,9/4/2014,For treatment of patients with advanced or unresectable melanoma who are no longer responding to other drugs.,,PD-1 inhibitor,Pembrolizumab and Nivolumab are first to target PD-1,,,,DPT0O3T46P,,
,1,,,1,,6/1/06,5/1/2012,Endocrinology,chemical,small molecule,Cerdelga,eliglustat,8/19/2014,For the long-term treatment of adult patients with the Type 1 form of Gaucher disease,,Glucosylceramide synthase inhibitor,,,,,DR40J4WA67,Antagonist,Ceramide glucosyltransferase
,,,,,,2006,3/1/2008,Neurology,protein,PEGlated protein,Plegridy,peginterferon beta-1a,8/15/2014,For the treatment of patients with relapsing forms of multiple sclerosis,,Unknown,Incremental Improvement; PEGlated interferon beta-1a,,,,I8309403R0,,
1,,,,,,2007,11/5/2008,Neurology,chemical,small molecule,Belsomra,suvorexant,8/13/2014,To treat difficulty in falling and staying asleep (insomnia),,Orexin receptor antagonist,novel; first approved against orexin receptor,,,,081L192FO9,Antagonist,Orexin receptor type 1|Orexin receptor type 2
